world_cup_year,match_id,stage,match_date,home_team,away_team,stadium,city,attendance,stadium_capacity,attendance_status,final_flag,extra_time_flag,penalty_flag,host_team_flag,opening_match_flag,avg_per_match_benchmark_m,final_benchmark_m,opening_benchmark_m,stage_weight,attendance_ratio,attendance_factor,host_factor,suspense_factor,raw_index,scale_factor,override_viewers_m,estimated_global_viewers_m,model_note,source_bridge
2010,2010_01,group stage,2010-06-11,South Africa,Mexico,Soccer City,Johannesburg,84490.0,84000,real_match_attendance,0,0,0,1,1,188.4,909.6,0.0,0.82,1.0058333333333334,1.15175,1.25,1.0,1.18054375,171.1086389255962,,202.00123425461933,Modeled from Layer A average-per-match benchmark; stage=group stage; host-team uplift; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2010,2010_02,group stage,2010-06-11,Uruguay,France,Cape Town Stadium,Cape Town,64100.0,64000,real_match_attendance,0,0,0,0,0,188.4,909.6,0.0,0.82,1.0015625,1.15046875,1.0,1.0,0.9433843749999998,171.1086389255962,,161.4212163899242,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2010,2010_03,group stage,2010-06-12,South Korea,Greece,Nelson Mandela Bay Stadium,Port Elizabeth,31513.0,42000,real_match_attendance,0,0,0,0,0,188.4,909.6,0.0,0.82,0.7503095238095238,1.075092857142857,1.0,1.0,0.8815761428571427,171.1086389255962,,150.84529391356264,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2010,2010_04,group stage,2010-06-12,Argentina,Nigeria,Ellis Park Stadium,Johannesburg,55686.0,56000,real_match_attendance,0,0,0,0,0,188.4,909.6,0.0,0.82,0.9943928571428572,1.1483178571428572,1.0,1.0,0.9416206428571429,171.1086389255962,,161.11942658353064,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2010,2010_05,group stage,2010-06-12,England,United States,Royal Bafokeng Stadium,Rustenburg,38646.0,42000,real_match_attendance,0,0,0,0,0,188.4,909.6,0.0,0.82,0.9201428571428572,1.1260428571428571,1.0,1.0,0.9233551428571428,171.1086389255962,,157.99404173923514,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2010,2010_06,group stage,2010-06-13,Algeria,Slovenia,Peter Mokaba Stadium,Polokwane,30325.0,42000,real_match_attendance,0,0,0,0,0,188.4,909.6,0.0,0.82,0.7220238095238095,1.0666071428571429,1.0,1.0,0.8746178571428571,171.1086389255962,,149.65467111573582,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2010,2010_07,group stage,2010-06-13,Serbia,Ghana,Loftus Versfeld Stadium,Pretoria,38833.0,43000,real_match_attendance,0,0,0,0,0,188.4,909.6,0.0,0.82,0.903093023255814,1.1209279069767442,1.0,1.0,0.9191608837209302,171.1086389255962,,157.27636776713658,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2010,2010_08,group stage,2010-06-13,Germany,Australia,Moses Mabhida Stadium,Durban,62660.0,63000,real_match_attendance,0,0,0,0,0,188.4,909.6,0.0,0.82,0.9946031746031746,1.1483809523809523,1.0,1.0,0.9416723809523808,171.1086389255962,,161.12827941858743,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2010,2010_09,group stage,2010-06-14,Netherlands,Denmark,Soccer City,Johannesburg,83465.0,84000,real_match_attendance,0,0,0,0,0,188.4,909.6,0.0,0.82,0.9936309523809523,1.1480892857142857,1.0,1.0,0.9414332142857142,171.1086389255962,,161.08735593577774,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2010,2010_10,group stage,2010-06-14,Japan,Cameroon,Free State Stadium,Bloemfontein,30620.0,41000,real_match_attendance,0,0,0,0,0,188.4,909.6,0.0,0.82,0.7468292682926829,1.074048780487805,1.0,1.0,0.88072,171.1086389255962,,150.6988004745511,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2010,2010_11,group stage,2010-06-14,Italy,Paraguay,Cape Town Stadium,Cape Town,62869.0,64000,real_match_attendance,0,0,0,0,0,188.4,909.6,0.0,0.82,0.982328125,1.1446984375,1.0,1.0,0.9386527187499999,171.1086389255962,,160.61158912912293,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2010,2010_12,group stage,2010-06-15,New Zealand,Slovakia,Royal Bafokeng Stadium,Rustenburg,23871.0,42000,real_match_attendance,0,0,0,0,0,188.4,909.6,0.0,0.82,0.5683571428571429,1.0205071428571428,1.0,1.0,0.8368158571428571,171.1086389255962,,143.18642234707045,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2010,2010_13,group stage,2010-06-15,Ivory Coast,Portugal,Nelson Mandela Bay Stadium,Port Elizabeth,37034.0,42000,real_match_attendance,0,0,0,0,0,188.4,909.6,0.0,0.82,0.8817619047619047,1.1145285714285713,1.0,1.0,0.9139134285714284,171.1086389255962,,156.37848285868222,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2010,2010_14,group stage,2010-06-15,Brazil,North Korea,Ellis Park Stadium,Johannesburg,54331.0,56000,real_match_attendance,0,0,0,0,0,188.4,909.6,0.0,0.82,0.9701964285714286,1.1410589285714285,1.0,1.0,0.9356683214285714,171.1086389255962,,160.1009329654401,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2010,2010_15,group stage,2010-06-16,Honduras,Chile,Mbombela Stadium,Nelspruit,32664.0,41000,real_match_attendance,0,0,0,0,0,188.4,909.6,0.0,0.82,0.7966829268292683,1.0890048780487804,1.0,1.0,0.8929839999999999,171.1086389255962,,152.7972768223346,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2010,2010_16,group stage,2010-06-16,Spain,Switzerland,Moses Mabhida Stadium,Durban,62453.0,63000,real_match_attendance,0,0,0,0,0,188.4,909.6,0.0,0.82,0.9913174603174603,1.1473952380952381,1.0,1.0,0.9408640952380952,171.1086389255962,,160.989974750153,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2010,2010_17,group stage,2010-06-16,South Africa,Uruguay,Loftus Versfeld Stadium,Pretoria,42658.0,43000,real_match_attendance,0,0,0,1,0,188.4,909.6,0.0,0.82,0.992046511627907,1.147613953488372,1.25,1.0,1.1763043023255813,171.1086389255962,,201.27582813325324,Modeled from Layer A average-per-match benchmark; stage=group stage; host-team uplift; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2010,2010_18,group stage,2010-06-17,Argentina,South Korea,Soccer City,Johannesburg,82174.0,84000,real_match_attendance,0,0,0,0,0,188.4,909.6,0.0,0.82,0.9782619047619048,1.1434785714285713,1.0,1.0,0.9376524285714285,171.1086389255962,,160.44043083813696,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2010,2010_19,group stage,2010-06-17,Greece,Nigeria,Free State Stadium,Bloemfontein,31593.0,41000,real_match_attendance,0,0,0,0,0,188.4,909.6,0.0,0.82,0.7705609756097561,1.0811682926829267,1.0,1.0,0.8865579999999998,171.1086389255962,,151.6977327085987,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2010,2010_20,group stage,2010-06-17,France,Mexico,Peter Mokaba Stadium,Polokwane,35370.0,42000,real_match_attendance,0,0,0,0,0,188.4,909.6,0.0,0.82,0.8421428571428572,1.102642857142857,1.0,1.0,0.9041671428571427,171.1086389255962,,154.7108091755308,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2010,2010_21,group stage,2010-06-18,Germany,Serbia,Nelson Mandela Bay Stadium,Port Elizabeth,38294.0,42000,real_match_attendance,0,0,0,0,0,188.4,909.6,0.0,0.82,0.9117619047619048,1.1235285714285714,1.0,1.0,0.9212934285714285,171.1086389255962,,157.64126461395313,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2010,2010_22,group stage,2010-06-18,Slovenia,United States,Ellis Park Stadium,Johannesburg,45573.0,56000,real_match_attendance,0,0,0,0,0,188.4,909.6,0.0,0.82,0.8138035714285714,1.0941410714285713,1.0,1.0,0.8971956785714285,171.1086389255962,,153.51793141028384,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2010,2010_23,group stage,2010-06-18,England,Algeria,Cape Town Stadium,Cape Town,64100.0,64000,real_match_attendance,0,0,0,0,0,188.4,909.6,0.0,0.82,1.0015625,1.15046875,1.0,1.0,0.9433843749999998,171.1086389255962,,161.4212163899242,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2010,2010_24,group stage,2010-06-19,Netherlands,Japan,Moses Mabhida Stadium,Durban,62010.0,63000,real_match_attendance,0,0,0,0,0,188.4,909.6,0.0,0.82,0.9842857142857143,1.1452857142857142,1.0,1.0,0.9391342857142856,171.1086389255962,,160.6939893969334,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2010,2010_25,group stage,2010-06-19,Ghana,Australia,Royal Bafokeng Stadium,Rustenburg,34812.0,42000,real_match_attendance,0,0,0,0,0,188.4,909.6,0.0,0.82,0.8288571428571428,1.0986571428571428,1.0,1.0,0.900898857142857,171.1086389255962,,154.1515772553394,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2010,2010_26,group stage,2010-06-19,Cameroon,Denmark,Loftus Versfeld Stadium,Pretoria,38074.0,43000,real_match_attendance,0,0,0,0,0,188.4,909.6,0.0,0.82,0.8854418604651163,1.1156325581395348,1.0,1.0,0.9148186976744185,171.1086389255962,,156.53338222275625,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2010,2010_27,group stage,2010-06-20,Slovakia,Paraguay,Free State Stadium,Bloemfontein,26643.0,41000,real_match_attendance,0,0,0,0,0,188.4,909.6,0.0,0.82,0.649829268292683,1.0449487804878048,1.0,1.0,0.8568579999999999,171.1086389255962,,146.6158061325085,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2010,2010_28,group stage,2010-06-20,Italy,New Zealand,Mbombela Stadium,Nelspruit,38229.0,41000,real_match_attendance,0,0,0,0,0,188.4,909.6,0.0,0.82,0.9324146341463415,1.1297243902439025,1.0,1.0,0.926374,171.1086389255962,,158.51059427606026,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2010,2010_29,group stage,2010-06-20,Brazil,Ivory Coast,Soccer City,Johannesburg,84455.0,84000,real_match_attendance,0,0,0,0,0,188.4,909.6,0.0,0.82,1.0054166666666666,1.151625,1.0,1.0,0.9443324999999999,171.1086389255962,,161.58344876820556,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2010,2010_30,group stage,2010-06-21,Portugal,North Korea,Cape Town Stadium,Cape Town,63644.0,64000,real_match_attendance,0,0,0,0,0,188.4,909.6,0.0,0.82,0.9944375,1.14833125,1.0,1.0,0.941631625,171.1086389255962,,161.1213057230474,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2010,2010_31,group stage,2010-06-21,Chile,Switzerland,Nelson Mandela Bay Stadium,Port Elizabeth,34872.0,42000,real_match_attendance,0,0,0,0,0,188.4,909.6,0.0,0.82,0.8302857142857143,1.0990857142857142,1.0,1.0,0.9012502857142856,171.1086389255962,,154.2117097198761,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2010,2010_32,group stage,2010-06-21,Spain,Honduras,Ellis Park Stadium,Johannesburg,54386.0,56000,real_match_attendance,0,0,0,0,0,188.4,909.6,0.0,0.82,0.9711785714285714,1.1413535714285714,1.0,1.0,0.9359099285714285,171.1086389255962,,160.1422740348091,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2010,2010_33,group stage,2010-06-22,France,South Africa,Free State Stadium,Bloemfontein,39415.0,41000,real_match_attendance,0,0,0,1,0,188.4,909.6,0.0,0.82,0.9613414634146341,1.1384024390243903,1.25,1.0,1.1668625000000001,171.1086389255962,,199.66025418831853,Modeled from Layer A average-per-match benchmark; stage=group stage; host-team uplift; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2010,2010_34,group stage,2010-06-22,Mexico,Uruguay,Royal Bafokeng Stadium,Rustenburg,33425.0,42000,real_match_attendance,0,0,0,0,0,188.4,909.6,0.0,0.82,0.7958333333333333,1.0887499999999999,1.0,1.0,0.8927749999999999,171.1086389255962,,152.76151511679913,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2010,2010_35,group stage,2010-06-22,Greece,Argentina,Peter Mokaba Stadium,Polokwane,38891.0,42000,real_match_attendance,0,0,0,0,0,188.4,909.6,0.0,0.82,0.9259761904761905,1.127792857142857,1.0,1.0,0.9247901428571427,171.1086389255962,,158.23958263609336,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2010,2010_36,group stage,2010-06-22,Nigeria,South Korea,Moses Mabhida Stadium,Durban,61874.0,63000,real_match_attendance,0,0,0,0,0,188.4,909.6,0.0,0.82,0.9821269841269842,1.1446380952380952,1.0,1.0,0.938603238095238,171.1086389255962,,160.60312256163348,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2010,2010_37,group stage,2010-06-23,Slovenia,England,Nelson Mandela Bay Stadium,Port Elizabeth,36893.0,42000,real_match_attendance,0,0,0,0,0,188.4,909.6,0.0,0.82,0.8784047619047619,1.1135214285714286,1.0,1.0,0.9130875714285713,171.1086389255962,,156.23717156702094,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2010,2010_38,group stage,2010-06-23,United States,Algeria,Loftus Versfeld Stadium,Pretoria,35827.0,43000,real_match_attendance,0,0,0,0,0,188.4,909.6,0.0,0.82,0.8331860465116279,1.0999558139534884,1.0,1.0,0.9019637674418605,171.1086389255962,,154.33379260717973,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2010,2010_39,group stage,2010-06-23,Australia,Serbia,Mbombela Stadium,Nelspruit,37836.0,41000,real_match_attendance,0,0,0,0,0,188.4,909.6,0.0,0.82,0.922829268292683,1.126848780487805,1.0,1.0,0.924016,171.1086389255962,,158.1071201054737,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2010,2010_40,group stage,2010-06-23,Ghana,Germany,Soccer City,Johannesburg,83391.0,84000,real_match_attendance,0,0,0,0,0,188.4,909.6,0.0,0.82,0.99275,1.147825,1.0,1.0,0.9412165,171.1086389255962,,161.05027424931342,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2010,2010_41,group stage,2010-06-24,Paraguay,New Zealand,Peter Mokaba Stadium,Polokwane,34850.0,42000,real_match_attendance,0,0,0,0,0,188.4,909.6,0.0,0.82,0.8297619047619048,1.0989285714285715,1.0,1.0,0.9011214285714285,171.1086389255962,,154.189661149546,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2010,2010_42,group stage,2010-06-24,Slovakia,Italy,Ellis Park Stadium,Johannesburg,53412.0,56000,real_match_attendance,0,0,0,0,0,188.4,909.6,0.0,0.82,0.9537857142857142,1.1361357142857142,1.0,1.0,0.9316312857142857,171.1086389255962,,159.41016127907466,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2010,2010_43,group stage,2010-06-24,Cameroon,Netherlands,Cape Town Stadium,Cape Town,63093.0,64000,real_match_attendance,0,0,0,0,0,188.4,909.6,0.0,0.82,0.985828125,1.1457484375,1.0,1.0,0.9395137187499999,171.1086389255962,,160.7589136672379,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2010,2010_44,group stage,2010-06-24,Denmark,Japan,Royal Bafokeng Stadium,Rustenburg,27967.0,42000,real_match_attendance,0,0,0,0,0,188.4,909.6,0.0,0.82,0.6658809523809524,1.0497642857142857,1.0,1.0,0.8608067142857142,171.1086389255962,,147.29146525944313,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2010,2010_45,group stage,2010-06-25,North Korea,Ivory Coast,Mbombela Stadium,Nelspruit,34763.0,41000,real_match_attendance,0,0,0,0,0,188.4,909.6,0.0,0.82,0.8478780487804878,1.1043634146341463,1.0,1.0,0.905578,171.1086389255962,,154.95221902096355,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2010,2010_46,group stage,2010-06-25,Portugal,Brazil,Moses Mabhida Stadium,Durban,62712.0,63000,real_match_attendance,0,0,0,0,0,188.4,909.6,0.0,0.82,0.9954285714285714,1.1486285714285713,1.0,1.0,0.9418754285714285,171.1086389255962,,161.16302262031974,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2010,2010_47,group stage,2010-06-25,Chile,Spain,Loftus Versfeld Stadium,Pretoria,41958.0,43000,real_match_attendance,0,0,0,0,0,188.4,909.6,0.0,0.82,0.9757674418604652,1.1427302325581394,1.0,1.0,0.9370387906976743,171.1086389255962,,160.33543209676566,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2010,2010_48,group stage,2010-06-25,Switzerland,Honduras,Free State Stadium,Bloemfontein,28042.0,41000,real_match_attendance,0,0,0,0,0,188.4,909.6,0.0,0.82,0.6839512195121952,1.0551853658536585,1.0,1.0,0.8652519999999999,171.1086389255962,,148.05209204764995,Modeled from Layer A average-per-match benchmark; stage=group stage; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2010,2010_49,round of 16,2010-06-26,Uruguay,South Korea,Nelson Mandela Bay Stadium,Port Elizabeth,30597.0,42000,real_match_attendance,0,0,0,0,0,188.4,909.6,0.0,1.05,0.7285,1.0685499999999999,1.0,1.0,1.1219774999999998,171.1086389255962,,191.9800429301431,Modeled from Layer A average-per-match benchmark; stage=round of 16; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2010,2010_50,round of 16,2010-06-26,United States,Ghana,Royal Bafokeng Stadium,Rustenburg,34976.0,42000,real_match_attendance,0,1,0,0,0,188.4,909.6,0.0,1.05,0.8327619047619048,1.0998285714285714,1.0,1.08,1.2472056,171.1086389255962,,213.4076526763816,Modeled from Layer A average-per-match benchmark; stage=round of 16; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2010,2010_51,round of 16,2010-06-27,Germany,England,Free State Stadium,Bloemfontein,40510.0,41000,real_match_attendance,0,0,0,0,0,188.4,909.6,0.0,1.05,0.9880487804878049,1.1464146341463415,1.0,1.0,1.2037353658536587,171.1086389255962,,205.96952007782414,Modeled from Layer A average-per-match benchmark; stage=round of 16; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2010,2010_52,round of 16,2010-06-27,Argentina,Mexico,Soccer City,Johannesburg,84377.0,84000,real_match_attendance,0,0,0,0,0,188.4,909.6,0.0,1.05,1.0044880952380952,1.1513464285714285,1.0,1.0,1.20891375,171.1086389255962,,206.8555863409385,Modeled from Layer A average-per-match benchmark; stage=round of 16; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2010,2010_53,round of 16,2010-06-28,Netherlands,Slovakia,Moses Mabhida Stadium,Durban,61962.0,63000,real_match_attendance,0,0,0,0,0,188.4,909.6,0.0,1.05,0.9835238095238096,1.1450571428571428,1.0,1.0,1.20231,171.1086389255962,,205.72562766663359,Modeled from Layer A average-per-match benchmark; stage=round of 16; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2010,2010_54,round of 16,2010-06-28,Brazil,Chile,Ellis Park Stadium,Johannesburg,54096.0,56000,real_match_attendance,0,0,0,0,0,188.4,909.6,0.0,1.05,0.966,1.1398,1.0,1.0,1.19679,171.1086389255962,,204.7811079797643,Modeled from Layer A average-per-match benchmark; stage=round of 16; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2010,2010_55,round of 16,2010-06-29,Paraguay,Japan,Loftus Versfeld Stadium,Pretoria,36742.0,43000,real_match_attendance,0,1,1,0,0,188.4,909.6,0.0,1.05,0.8544651162790697,1.1063395348837208,1.0,1.2000000000000002,1.3939878139534885,171.1086389255962,,238.52335752444864,Modeled from Layer A average-per-match benchmark; stage=round of 16; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2010,2010_56,round of 16,2010-06-29,Spain,Portugal,Cape Town Stadium,Cape Town,62955.0,64000,real_match_attendance,0,0,0,0,0,188.4,909.6,0.0,1.05,0.983671875,1.1451015624999998,1.0,1.0,1.202356640625,171.1086389255962,,205.73360828049596,Modeled from Layer A average-per-match benchmark; stage=round of 16; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2010,2010_57,quarter-finals,2010-07-02,Netherlands,Brazil,Nelson Mandela Bay Stadium,Port Elizabeth,40186.0,42000,real_match_attendance,0,0,0,0,0,188.4,909.6,0.0,1.25,0.9568095238095238,1.137042857142857,1.0,1.0,1.4213035714285713,171.1086389255962,,243.19731960723175,Modeled from Layer A average-per-match benchmark; stage=quarter-finals; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2010,2010_58,quarter-finals,2010-07-02,Uruguay,Ghana,Soccer City,Johannesburg,84017.0,84000,real_match_attendance,0,1,1,0,0,188.4,909.6,0.0,1.25,1.000202380952381,1.1500607142857142,1.0,1.2000000000000002,1.7250910714285714,171.1086389255962,,295.1779852548413,Modeled from Layer A average-per-match benchmark; stage=quarter-finals; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2010,2010_59,quarter-finals,2010-07-03,Argentina,Germany,Cape Town Stadium,Cape Town,64100.0,64000,real_match_attendance,0,0,0,0,0,188.4,909.6,0.0,1.25,1.0015625,1.15046875,1.0,1.0,1.4380859375,171.1086389255962,,246.068927423665,Modeled from Layer A average-per-match benchmark; stage=quarter-finals; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
2010,2010_60,quarter-finals,2010-07-03,Paraguay,Spain,Ellis Park Stadium,Johannesburg,55359.0,56000,real_match_attendance,0,0,0,0,0,188.4,909.6,0.0,1.25,0.9885535714285715,1.1465660714285715,1.0,1.0,1.4332075892857143,171.1086389255962,,245.2341999005135,Modeled from Layer A average-per-match benchmark; stage=quarter-finals; attendance-informed,Layer A global benchmarks + Dataset 1 attendance/match metadata
